year,women_age,men_age,family_type,area,girls_job,boys_job,marry_condition,women_status,mohor
2017.0,24.0,41.0,Higher Middle Class,Dhaka ,Entrepreneur,Businessman,Irrelevant Marriage,Single,732000.0
2017.0,23.0,37.0,Lower Middle Class,Manikganj ,Service Holder,Businessman,Irrelevant Marriage,Single,333000.0
2018.0,20.0,42.0,Higher Middle Class,Madaripur ,Service Holder,Service Holder,Irrelevant Marriage,Single,732000.0
2017.0,20.0,33.0,Higher Middle Class,Tangail ,Businessman,Entrepreneur,Irrelevant Marriage,Single,636000.0
2017.0,24.0,42.0,Rich Class,Faridpur ,Entrepreneur,Businessman,Irrelevant Marriage,Single,1395000.0
2018.0,17.0,27.0,Higher Class,Shariatpur ,Service Holder,Entrepreneur,Forced Marriage,Single,804000.0
2017.0,19.0,29.0,Lower Middle Class,Madaripur ,Entrepreneur,Service Holder,Arrange Marriage,Single,387000.0
2018.0,18.0,31.0,Lower Class,Narsingdi ,Service Holder,Service Holder,Irrelevant Marriage,Single,174000.0
2018.0,20.0,31.0,Rich Class,Gazipur ,Entrepreneur,Businessman,Forced Marriage,Single,1200000.0
2017.0,23.0,29.0,Lower Class,Gazipur ,Service Holder,Businessman,Arrange Marriage,Single,180000.0
2017.0,19.0,41.0,Rich Class,Madaripur ,Service Holder,Entrepreneur,Irrelevant Marriage,Single,1440000.0
2018.0,19.0,33.0,Lower Middle Class,Munshiganj ,Entrepreneur,Service Holder,Irrelevant Marriage,Single,387000.0
2017.0,18.0,27.0,Higher Middle Class,Narayanganj ,Service Holder,Businessman,Arrange Marriage,Single,672000.0
2017.0,20.0,30.0,Lower Middle Class,Narsingdi ,Entrepreneur,Service Holder,Arrange Marriage,Single,351000.0
2018.0,23.0,31.0,Higher Class,Tangail ,Entrepreneur,Entrepreneur,Forced Marriage,Single,624000.0
2018.0,17.0,34.0,Rich Class,Rajbari ,Entrepreneur,Businessman,Irrelevant Marriage,Single,1275000.0
2018.0,25.0,35.0,Higher Class,Dhaka ,Service Holder,Entrepreneur,Forced Marriage,Divorced,828000.0
2017.0,21.0,31.0,Higher Class,Manikganj ,Service Holder,Businessman,Arrange Marriage,Single,660000.0
2018.0,22.0,33.0,Lower Middle Class,Gazipur ,Businessman,Entrepreneur,Forced Marriage,Single,342000.0
2018.0,18.0,27.0,Proverty Level,Rajbari ,Service Holder,Entrepreneur,Arrange Marriage,Single,110000.0
2018.0,23.0,32.0,Lower Class,Tangail ,Entrepreneur,Businessman,Forced Marriage,Single,156000.0
2018.0,19.0,34.0,Lower Middle Class,Tangail ,Service Holder,Service Holder,Irrelevant Marriage,Single,387000.0
2017.0,23.0,30.0,Lower Class,Madaripur ,Entrepreneur,Businessman,Forced Marriage,Single,168000.0
2018.0,23.0,26.0,Lower Class,Manikganj ,Service Holder,Businessman,Love Marriage,Single,162000.0
2018.0,24.0,37.0,Higher Middle Class,Tangail ,Entrepreneur,Businessman,Irrelevant Marriage,Single,804000.0
2017.0,18.0,31.0,Lower Class,Tangail ,Service Holder,Service Holder,Irrelevant Marriage,Single,174000.0
2018.0,24.0,35.0,Higher Middle Class,Manikganj ,Businessman,Entrepreneur,Arrange Marriage,Single,816000.0
2017.0,21.0,35.0,Rich Class,Munshiganj ,Businessman,Entrepreneur,Irrelevant Marriage,Single,1290000.0
2018.0,17.0,27.0,Lower Middle Class,Narayanganj ,Entrepreneur,Service Holder,Arrange Marriage,Single,387000.0
2018.0,17.0,35.0,Lower Class,Madaripur ,Businessman,Businessman,Irrelevant Marriage,Single,168000.0
2017.0,20.0,36.0,Rich Class,Shariatpur ,Entrepreneur,Businessman,Irrelevant Marriage,Single,1260000.0
2017.0,19.0,31.0,Lower Middle Class,Dhaka ,Service Holder,Businessman,Forced Marriage,Single,369000.0
2018.0,21.0,28.0,Higher Middle Class,Faridpur ,Businessman,Service Holder,Arrange Marriage,Single,792000.0
2017.0,20.0,26.0,Proverty Level,Narayanganj ,Service Holder,Businessman,Forced Marriage,Single,120000.0
2017.0,18.0,32.0,Proverty Level,Shariatpur ,Businessman,Businessman,Irrelevant Marriage,Single,105000.0
2018.0,20.0,37.0,Rich Class,Tangail ,Service Holder,Businessman,Irrelevant Marriage,Single,1245000.0
2018.0,20.0,26.0,Rich Class,Narayanganj ,Businessman,Entrepreneur,Arrange Marriage,Single,1395000.0
2018.0,21.0,34.0,Higher Class,Gazipur ,Entrepreneur,Service Holder,Irrelevant Marriage,Single,660000.0
2017.0,22.0,39.0,Lower Class,Dhaka ,Businessman,Service Holder,Irrelevant Marriage,Single,168000.0
2018.0,18.0,39.0,Higher Class,Dhaka ,Businessman,Entrepreneur,Irrelevant Marriage,Single,720000.0
2017.0,25.0,38.0,Proverty Level,Narsingdi ,Entrepreneur,Entrepreneur,Irrelevant Marriage,Divorced,120000.0
2018.0,24.0,33.0,Proverty Level,Narayanganj ,Businessman,Entrepreneur,Forced Marriage,Single,105000.0
2018.0,18.0,35.0,Lower Middle Class,Munshiganj ,Businessman,Entrepreneur,Irrelevant Marriage,Single,396000.0
2016.0,19.0,37.0,rich class,mymensingh ,lower Service holder,businessman,Irrelevant marriage,Single,409500.0
2013.0,22.0,37.0,rich class,mymensingh ,businessman,businessman,Irrelevant marriage,Single,378000.0
2014.0,25.0,31.0,higher class,Sherpur ,Day labour,businessman,forced marriage,Divorced,231000.0
2017.0,18.0,41.0,higher middle class,mymensingh ,low Service holder,farmer,Irrelevant marriage,Single,231000.0
2015.0,20.0,29.0,rich class,mymensingh ,businessman,businessman,arrange marriage,Single,427500.0
2017.0,18.0,27.0,rich class,mymensingh ,businessman,Service holder,arrange marriage,Single,423000.0
2015.0,23.0,28.0,rich class,Sherpur ,businessman,businessman,arrange marriage,Single,436500.0
2017.0,17.0,29.0,rich class,Netrokona ,businessman,businessman,arrange marriage,Single,391500.0
2014.0,22.0,26.0,higher class,Netrokona ,businessman,businessman,arrange marriage,Single,239400.0
2015.0,20.0,29.0,lower middle class,Netrokona ,Garments Worker,farmer,forced marriage,Single,159100.0
2014.0,19.0,41.0,higher class,Netrokona ,businessman,farmer,Irrelevant marriage,Single,214200.0
2013.0,19.0,39.0,lower middle class,mymensingh ,businessman,businessman,Irrelevant marriage,Single,155400.0
2014.0,23.0,30.0,lower class,Jamalpur ,Garments Worker,Driver,arrange marriage,Single,60000.0
2017.0,21.0,25.0,higher class,Sherpur ,businessman,Service holder,forced marriage,Single,214200.0
2016.0,25.0,38.0,lower middle class,Netrokona ,businessman,farmer,Irrelevant marriage,Divorced,151700.0
2016.0,20.0,34.0,rich class,mymensingh ,businessman,businessman,Irrelevant marriage,Single,396000.0
2013.0,23.0,31.0,Proverty level,Netrokona ,Garments Worker,Driver,arrange marriage,Single,44000.0
2016.0,16.0,27.0,higher middle class,Sherpur ,businessman,businessman,arrange marriage,Single,285600.0
2013.0,23.0,26.0,higher class,Jamalpur ,lower Service holder,Service holder,love marriage,Single,226800.0
2016.0,16.0,28.0,higher class,Netrokona ,lower Service holder,businessman,forced marriage,Single,289800.0
2016.0,21.0,26.0,higher class,mymensingh ,businessman,farmer,arrange marriage,Single,247800.0
2013.0,20.0,32.0,lower middle class,Netrokona ,businessman,farmer,forced marriage,Single,148000.0
2016.0,24.0,42.0,rich class,Sherpur ,businessman,businessman,Irrelevant marriage,Single,360000.0
2015.0,17.0,26.0,rich class,Netrokona ,businessman,Service holder,arrange marriage,Single,391500.0
2016.0,22.0,32.0,rich class,Sherpur ,businessman,Service holder,arrange marriage,Single,378000.0
2017.0,23.0,41.0,rich class,Netrokona ,businessman,businessman,Irrelevant marriage,Single,400500.0
2014.0,19.0,31.0,rich class,Sherpur ,businessman,businessman,forced marriage,Single,423000.0
2015.0,20.0,39.0,lower middle class,Netrokona ,businessman,farmer,Irrelevant marriage,Single,151700.0
2013.0,17.0,30.0,rich class,mymensingh ,businessman,businessman,Irrelevant marriage,Single,391500.0
2015.0,20.0,29.0,higher class,mymensingh ,Garments Worker,Service holder,arrange marriage,Single,277200.0
2016.0,20.0,32.0,higher class,Sherpur ,lower Worker,farmer,arrange marriage,Single,231000.0
2016.0,16.0,28.0,higher class,Netrokona ,businessman,businessman,arrange marriage,Single,218400.0
2015.0,18.0,33.0,higher class,Sherpur ,businessman,Service holder,Irrelevant marriage,Single,260400.0
2015.0,20.0,41.0,rich class,Netrokona ,businessman,businessman,Irrelevant marriage,Single,387000.0
2013.0,19.0,35.0,rich class,Netrokona ,businessman,Service holder,Irrelevant marriage,Single,364500.0
2013.0,25.0,32.0,higher middle class,Netrokona ,businessman,Service holder,forced marriage,Divorced,252000.0
2015.0,20.0,30.0,rich class,Sherpur ,businessman,Service holder,arrange marriage,Single,369000.0
2013.0,20.0,30.0,lower class,Sherpur ,Day labour,businessman,arrange marriage,Single,60000.0
2013.0,19.0,35.0,lower middle class,Sherpur ,Day labour,Service holder,Irrelevant marriage,Single,148000.0
2017.0,20.0,27.0,rich class,mymensingh ,Day labour,businessman,arrange marriage,Single,427500.0
2013.0,19.0,40.0,lower class,Netrokona ,businessman,farmer,Irrelevant marriage,Single,67200.0
2016.0,23.0,28.0,higher class,Netrokona ,businessman,Service holder,forced marriage,Single,260400.0
2013.0,23.0,30.0,rich class,mymensingh ,businessman,businessman,forced marriage,Single,427500.0
2015.0,21.0,31.0,rich class,Sherpur ,businessman,Service holder,forced marriage,Single,382500.0
2017.0,23.0,35.0,higher class,Netrokona ,lower Service holder,Service holder,arrange marriage,Single,247800.0
2015.0,18.0,27.0,rich class,Netrokona ,businessman,Service holder,forced marriage,Single,378000.0
2013.0,23.0,42.0,rich class,Sherpur ,Day labour,businessman,Irrelevant marriage,Single,432000.0
2013.0,18.0,40.0,rich class,Netrokona ,businessman,Service holder,Irrelevant marriage,Single,441000.0
2014.0,23.0,25.0,higher middle class,Netrokona ,businessman,farmer,love marriage,Single,268800.0
2015.0,25.0,32.0,higher class,Netrokona ,businessman,farmer,forced marriage,Divorced,273000.0
2016.0,22.0,32.0,higher class,Netrokona ,businessman,farmer,arrange marriage,Single,252000.0
2013.0,23.0,42.0,higher class,Sherpur ,businessman,businessman,Irrelevant marriage,Single,289800.0
2013.0,24.0,33.0,rich class,Sherpur ,businessman,businessman,forced marriage,Single,396000.0
2015.0,21.0,25.0,rich class,Netrokona ,businessman,businessman,arrange marriage,Single,405000.0
2016.0,20.0,33.0,rich class,mymensingh ,low Service holder,Service holder,Irrelevant marriage,Single,409500.0
2013.0,22.0,26.0,higher class,Sherpur ,Day labour,businessman,arrange marriage,Single,218400.0
2013.0,23.0,30.0,rich class,mymensingh ,lower Worker,businessman,forced marriage,Single,445500.0
2013.0,17.0,31.0,higher class,Sherpur ,businessman,Service holder,Irrelevant marriage,Single,247800.0
2013.0,19.0,26.0,rich class,Netrokona ,low Service holder,businessman,forced marriage,Single,445500.0
2016.0,23.0,28.0,higher class,Sherpur ,lower Worker,farmer,arrange marriage,Single,239400.0
2015.0,16.0,28.0,lower middle class,mymensingh ,businessman,businessman,forced marriage,Single,133200.0
2017.0,24.0,34.0,rich class,Netrokona ,businessman,Service holder,arrange marriage,Single,396000.0
2015.0,21.0,30.0,rich class,Sherpur ,businessman,Service holder,forced marriage,Single,445500.0
2013.0,21.0,34.0,higher class,Sherpur ,businessman,businessman,Irrelevant marriage,Single,252000.0
2013.0,22.0,39.0,rich class,Sherpur ,businessman,Service holder,Irrelevant marriage,Single,396000.0
2016.0,25.0,31.0,lower middle class,Netrokona ,Day labour,businessman,arrange marriage,Divorced,136900.0
2014.0,23.0,31.0,rich class,mymensingh ,businessman,Service holder,arrange marriage,Single,391500.0
2015.0,21.0,42.0,rich class,mymensingh ,businessman,Service holder,Irrelevant marriage,Single,427500.0
2016.0,23.0,28.0,rich class,mymensingh ,businessman,businessman,arrange marriage,Single,445500.0
2017.0,22.0,31.0,higher class,Sherpur ,businessman,Service holder,forced marriage,Single,231000.0
2014.0,22.0,25.0,rich class,Netrokona ,businessman,Service holder,love marriage,Single,436500.0
2017.0,25.0,33.0,rich class,Jamalpur ,businessman,businessman,arrange marriage,Divorced,387000.0
2017.0,16.0,27.0,higher class,mymensingh ,lower Worker,businessman,forced marriage,Single,218400.0
2014.0,16.0,29.0,higher class,mymensingh ,businessman,businessman,Irrelevant marriage,Single,231000.0
2016.0,16.0,28.0,higher class,Sherpur ,businessman,businessman,forced marriage,Single,268800.0
2015.0,16.0,27.0,rich class,Netrokona ,Service holder,Entrepreneur,forced marriage,Single,391500.0
2013.0,17.0,32.0,higher middle class,Jamalpur ,Service holder,Service holder,Irrelevant marriage,Single,281400.0
2015.0,21.0,28.0,lower middle class,Sherpur ,businessman,Service holder,forced marriage,Single,151700.0
2013.0,19.0,33.0,rich class,Netrokona ,Service holder,businessman,Irrelevant marriage,Single,387000.0
2016.0,18.0,30.0,lower middle class,Netrokona ,businessman,businessman,arrange marriage,Single,159100.0
2017.0,19.0,37.0,rich class,Netrokona ,Entrepreneur,businessman,Irrelevant marriage,Single,432000.0
2013.0,20.0,37.0,rich class,Sherpur ,Service holder,businessman,Irrelevant marriage,Single,445500.0
2017.0,22.0,30.0,lower class,Netrokona ,Entrepreneur,businessman,forced marriage,Single,64800.0
2013.0,18.0,30.0,lower middle class,Netrokona ,businessman,Service holder,arrange marriage,Single,151700.0
2014.0,20.0,32.0,higher class,Netrokona ,Entrepreneur,businessman,forced marriage,Single,226800.0
2016.0,21.0,40.0,lower middle class,Jamalpur ,Service holder,businessman,Irrelevant marriage,Single,159100.0
2015.0,21.0,42.0,higher class,Netrokona ,Service holder,businessman,Irrelevant marriage,Single,214200.0
2016.0,18.0,26.0,rich class,Jamalpur ,Entrepreneur,Entrepreneur,forced marriage,Single,405000.0
2015.0,23.0,31.0,higher class,Sherpur ,businessman,Service holder,arrange marriage,Single,210000.0
2015.0,18.0,39.0,rich class,Netrokona ,Entrepreneur,Entrepreneur,Irrelevant marriage,Single,409500.0
2015.0,17.0,30.0,higher class,Sherpur ,Service holder,Entrepreneur,Irrelevant marriage,Single,222600.0
2017.0,21.0,35.0,higher class,Netrokona ,businessman,Service holder,Irrelevant marriage,Single,256200.0
2016.0,17.0,28.0,higher class,Netrokona ,Entrepreneur,Entrepreneur,forced marriage,Single,289800.0
2014.0,20.0,33.0,higher middle class,Jamalpur ,Entrepreneur,Entrepreneur,Irrelevant marriage,Single,218400.0
2013.0,24.0,39.0,lower class,Sherpur ,businessman,Entrepreneur,Irrelevant marriage,Single,72000.0
2015.0,21.0,36.0,rich class,Netrokona ,Service holder,Service holder,Irrelevant marriage,Single,409500.0
2014.0,19.0,32.0,higher class,mymensingh ,Entrepreneur,businessman,Irrelevant marriage,Single,210000.0
2017.0,21.0,37.0,lower middle class,Netrokona ,Service holder,Entrepreneur,Irrelevant marriage,Single,136900.0
2015.0,18.0,32.0,lower class,Sherpur ,Entrepreneur,Entrepreneur,Irrelevant marriage,Single,62400.0
2014.0,23.0,33.0,rich class,Sherpur ,Service holder,businessman,forced marriage,Single,423000.0
2013.0,20.0,38.0,rich class,Sherpur ,Entrepreneur,businessman,Irrelevant marriage,Single,382500.0
2015.0,18.0,41.0,rich class,Netrokona ,Entrepreneur,Service holder,Irrelevant marriage,Single,427500.0
2015.0,21.0,42.0,higher middle class,mymensingh ,businessman,Service holder,Irrelevant marriage,Single,214200.0
2013.0,24.0,42.0,lower middle class,Netrokona ,Service holder,businessman,Irrelevant marriage,Single,151700.0
2017.0,21.0,30.0,higher middle class,Sherpur ,Entrepreneur,businessman,arrange marriage,Single,260400.0
2015.0,18.0,41.0,higher class,Jamalpur ,businessman,Service holder,Irrelevant marriage,Single,235200.0
2017.0,19.0,28.0,higher middle class,Sherpur ,Service holder,Service holder,forced marriage,Single,260400.0
2015.0,16.0,31.0,rich class,Netrokona ,businessman,Entrepreneur,Irrelevant marriage,Single,427500.0
2015.0,22.0,28.0,lower middle class,Netrokona ,Service holder,businessman,forced marriage,Single,148000.0
2013.0,17.0,27.0,rich class,mymensingh ,Service holder,Service holder,forced marriage,Single,360000.0
2017.0,17.0,28.0,rich class,Netrokona ,Service holder,Entrepreneur,forced marriage,Single,360000.0
2016.0,20.0,38.0,lower middle class,Sherpur ,Service holder,businessman,Irrelevant marriage,Single,136900.0
2017.0,19.0,34.0,higher class,Netrokona ,Entrepreneur,Entrepreneur,Irrelevant marriage,Single,222600.0
2015.0,19.0,36.0,higher class,Netrokona ,businessman,Service holder,Irrelevant marriage,Single,273000.0
2015.0,24.0,31.0,higher class,Netrokona ,businessman,Entrepreneur,arrange marriage,Single,256200.0
2015.0,21.0,42.0,rich class,Netrokona ,Entrepreneur,Service holder,Irrelevant marriage,Single,360000.0
2014.0,19.0,39.0,higher class,mymensingh ,businessman,Entrepreneur,Irrelevant marriage,Single,281400.0
2013.0,21.0,30.0,higher middle class,Sherpur ,Entrepreneur,businessman,arrange marriage,Single,243600.0
2015.0,20.0,29.0,rich class,Netrokona ,Entrepreneur,Service holder,arrange marriage,Single,445500.0
2016.0,22.0,26.0,higher class,Jamalpur ,businessman,Service holder,forced marriage,Single,256200.0
2015.0,20.0,40.0,rich class,Netrokona ,Service holder,Entrepreneur,Irrelevant marriage,Single,400500.0
2016.0,22.0,41.0,lower class,Sherpur ,Entrepreneur,businessman,Irrelevant marriage,Single,60000.0
2014.0,17.0,26.0,higher class,mymensingh ,Service holder,Service holder,arrange marriage,Single,252000.0
2017.0,20.0,39.0,higher class,mymensingh ,Entrepreneur,Entrepreneur,Irrelevant marriage,Single,260400.0
2014.0,22.0,33.0,rich class,Sherpur ,Entrepreneur,businessman,arrange marriage,Single,418500.0
2013.0,16.0,26.0,higher middle class,Jamalpur ,businessman,Entrepreneur,forced marriage,Single,273000.0
2017.0,19.0,30.0,rich class,Netrokona ,businessman,Service holder,forced marriage,Single,414000.0
2013.0,21.0,30.0,rich class,mymensingh ,businessman,businessman,arrange marriage,Single,373500.0
2016.0,21.0,28.0,rich class,Sherpur ,businessman,businessman,forced marriage,Single,364500.0
2015.0,17.0,25.0,rich class,mymensingh ,Service holder,Entrepreneur,arrange marriage,Single,360000.0
2013.0,21.0,29.0,lower middle class,mymensingh ,businessman,businessman,forced marriage,Single,144300.0
2013.0,24.0,39.0,rich class,Sherpur ,Entrepreneur,businessman,Irrelevant marriage,Single,405000.0
2016.0,23.0,38.0,rich class,Sherpur ,businessman,Entrepreneur,Irrelevant marriage,Single,409500.0
2015.0,21.0,31.0,rich class,Netrokona ,Service holder,businessman,arrange marriage,Single,373500.0
2017.0,18.0,27.0,higher middle class,mymensingh ,Service holder,Entrepreneur,forced marriage,Single,252000.0
2013.0,23.0,39.0,rich class,Sherpur ,businessman,Entrepreneur,Irrelevant marriage,Single,432000.0
2015.0,16.0,30.0,higher middle class,Sherpur ,Service holder,businessman,Irrelevant marriage,Single,260400.0
2016.0,21.0,33.0,higher middle class,mymensingh ,Service holder,Entrepreneur,forced marriage,Single,218400.0
2015.0,21.0,39.0,higher class,Netrokona ,Service holder,businessman,Irrelevant marriage,Single,235200.0
2015.0,23.0,34.0,lower middle class,Jamalpur ,businessman,Service holder,arrange marriage,Single,159100.0
2017.0,19.0,38.0,rich class,Netrokona ,Entrepreneur,Entrepreneur,Irrelevant marriage,Single,387000.0
2016.0,22.0,36.0,rich class,mymensingh ,Entrepreneur,Entrepreneur,Irrelevant marriage,Single,400500.0
2014.0,21.0,36.0,rich class,Netrokona ,Entrepreneur,businessman,Irrelevant marriage,Single,364500.0
2014.0,21.0,34.0,higher class,Jamalpur ,businessman,Entrepreneur,Irrelevant marriage,Single,243600.0
2017.0,19.0,32.0,rich class,Sherpur ,businessman,Service holder,Irrelevant marriage,Single,1056000.0
2017.0,23.0,33.0,higher class,Netrokona ,businessman,businessman,arrange marriage,Single,660000.0
2017.0,19.0,41.0,lower middle class,Netrokona ,lower Worker,businessman,Irrelevant marriage,Single,304000.0
2017.0,20.0,42.0,rich class,Sherpur ,businessman,businessman,Irrelevant marriage,Single,1008000.0
2018.0,16.0,28.0,higher class,Sherpur ,Garments Worker,businessman,arrange marriage,Single,560000.0
2018.0,21.0,28.0,rich class,Sherpur ,Day labour,businessman,forced marriage,Single,1104000.0
2018.0,21.0,32.0,rich class,mymensingh ,lower Service holder,Service holder,forced marriage,Single,1068000.0
2017.0,20.0,32.0,lower middle class,Sherpur ,low Service holder,Service holder,forced marriage,Single,288000.0
2017.0,18.0,41.0,lower middle class,Jamalpur ,businessman,businessman,Irrelevant marriage,Single,328000.0
2017.0,23.0,28.0,rich class,Sherpur ,businessman,businessman,arrange marriage,Single,1152000.0
2017.0,24.0,40.0,higher middle class,Jamalpur ,lower Service holder,Service holder,Irrelevant marriage,Single,570000.0
